state,date,last_name,first_name,filer_type,doc_type,doc_subtype,doc_filetype,amendment_number,doc_related_date,extension_number,doc_title,doc_id,doc_url
AK,2013-03-21,BEGICH,MARK P,Former Senator,Periodic Transaction Report,,paper,,2013-03-21,,Periodic Transaction Report for 03/21/2013,A15CD81E-018D-43DB-8699-72C5D3BCC7A3,https://efdsearch.senate.gov/search/view/paper/A15CD81E-018D-43DB-8699-72C5D3BCC7A3/
AK,2013-04-25,BEGICH,MARK P,Former Senator,Periodic Transaction Report,,paper,,2013-04-25,,Periodic Transaction Report for 04/25/2013,C50FE7E4-3D81-4AFD-9A26-3FD99E7E270E,https://efdsearch.senate.gov/search/view/paper/C50FE7E4-3D81-4AFD-9A26-3FD99E7E270E/
AK,2013-05-15,BEGICH,MARK P,Former Senator,Financial Disclosure Report,Annual Report,paper,,,,Annual Report,75784033-C782-43D7-BF61-011AB49C0EBD,https://efdsearch.senate.gov/search/view/paper/75784033-C782-43D7-BF61-011AB49C0EBD/
AK,2013-05-17,BEGICH,MARK P,Former Senator,Periodic Transaction Report,,paper,,2013-05-17,,Periodic Transaction Report for 05/17/2013,4DD72B71-0D0B-44C4-A346-6510D071D8A1,https://efdsearch.senate.gov/search/view/paper/4DD72B71-0D0B-44C4-A346-6510D071D8A1/
AK,2013-07-30,BEGICH,MARK P,Former Senator,Periodic Transaction Report,,paper,,2013-07-30,,Periodic Transaction Report for 07/30/2013,2FB19E9C-F79A-47C9-A728-211FF53492A5,https://efdsearch.senate.gov/search/view/paper/2FB19E9C-F79A-47C9-A728-211FF53492A5/
AK,2013-10-02,BEGICH,MARK P,Former Senator,Periodic Transaction Report,,paper,,2013-10-02,,Periodic Transaction Report for 10/02/2013,F92523FC-0105-46A1-8501-98AF5CA15C1D,https://efdsearch.senate.gov/search/view/paper/F92523FC-0105-46A1-8501-98AF5CA15C1D/
AK,2013-12-04,BEGICH,MARK P,Former Senator,Periodic Transaction Report,,paper,,2013-12-04,,Periodic Transaction Report for 12/04/2013,4C2A2660-FCB1-40D8-9867-0B0D84F8E7CD,https://efdsearch.senate.gov/search/view/paper/4C2A2660-FCB1-40D8-9867-0B0D84F8E7CD/
AK,2019-11-08,GROSS,ALAN S,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,,,,Candidate Report,0f10eeb1-957d-4a52-8def-3b548bde9f66,https://efdsearch.senate.gov/search/view/annual/0f10eeb1-957d-4a52-8def-3b548bde9f66/
AK,2012-05-15,MURKOWSKI,LISA A,Senator,Financial Disclosure Report,Annual Report,paper,,,,Annual Report,1E63AF09-29D4-4EC5-97E5-363BA4F0C9A8,https://efdsearch.senate.gov/search/view/paper/1E63AF09-29D4-4EC5-97E5-363BA4F0C9A8/
AK,2013-05-15,MURKOWSKI,LISA A,Senator,Financial Disclosure Report,Annual Report,paper,,,,Annual Report,C13C9998-1296-40AA-8C8B-5FA05AEC2C12,https://efdsearch.senate.gov/search/view/paper/C13C9998-1296-40AA-8C8B-5FA05AEC2C12/
AK,2014-05-15,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,,2013,,Annual Report for CY 2013,e3542e7d-cc23-4659-a0d6-d63d76e76ad7,https://efdsearch.senate.gov/search/view/annual/e3542e7d-cc23-4659-a0d6-d63d76e76ad7/
AK,2015-05-15,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,,2014,,Annual Report for CY 2014,a6a154c0-0dd8-4d3d-885d-b619bd843b31,https://efdsearch.senate.gov/search/view/annual/a6a154c0-0dd8-4d3d-885d-b619bd843b31/
AK,2016-05-16,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,,2015,,Annual Report for CY 2015,98be0d5d-7648-4952-87bc-7b6310246b33,https://efdsearch.senate.gov/search/view/annual/98be0d5d-7648-4952-87bc-7b6310246b33/
AK,2017-05-12,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Extension Notice,Annual Report,html,,2016,1,Annual Report for 2016 Due Date Extension 1,34dbe6b6-3e19-4c59-8415-8c185e2e1547,https://efdsearch.senate.gov/search/view/extension-notice/regular/34dbe6b6-3e19-4c59-8415-8c185e2e1547/
AK,2017-06-12,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,,2016,,Annual Report for CY 2016,ef7b3d6c-eef7-4852-9347-af0c2ee2af04,https://efdsearch.senate.gov/search/view/annual/ef7b3d6c-eef7-4852-9347-af0c2ee2af04/
AK,2017-08-09,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,1,2016,,Annual Report for CY 2016 (Amendment 1),daf21a57-a41d-4a94-87af-fabeaff0cd6c,https://efdsearch.senate.gov/search/view/annual/daf21a57-a41d-4a94-87af-fabeaff0cd6c/
AK,2018-05-15,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,,2017,,Annual Report for CY 2017,7b45f6de-52fb-4cfd-827e-6e1b52510507,https://efdsearch.senate.gov/search/view/annual/7b45f6de-52fb-4cfd-827e-6e1b52510507/
AK,2019-05-15,MURKOWSKI,LISA A,"Murkowski, Lisa (Senator)",Financial Disclosure Report,Annual Report,html,,2018,,Annual Report for CY 2018,97b67dae-cf1e-4f4e-ae65-a9600d118df3,https://efdsearch.senate.gov/search/view/annual/97b67dae-cf1e-4f4e-ae65-a9600d118df3/
AK,2013-11-06,SULLIVAN,DAN,Senator,Extension Notice,Annual Report,paper,,,1,Report Due Date Extension,6378CB47-4FE0-4690-8D9A-AED64C9E3950,https://efdsearch.senate.gov/search/view/paper/6378CB47-4FE0-4690-8D9A-AED64C9E3950/
AK,2014-02-19,SULLIVAN,DANIEL S,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,,,,Candidate Report,df3e0b93-1f1c-4380-8fd0-7e17aec6e3b6,https://efdsearch.senate.gov/search/view/annual/df3e0b93-1f1c-4380-8fd0-7e17aec6e3b6/
AK,2014-05-13,SULLIVAN,DANIEL S,Candidate (Candidate),Extension Notice,Candidate Report,html,,,1,Candidate Report Due Date Extension 1,993721dd-10db-46b9-b3fc-4e16719b0cd1,https://efdsearch.senate.gov/search/view/extension-notice/regular/993721dd-10db-46b9-b3fc-4e16719b0cd1/
AK,2014-07-14,SULLIVAN,DANIEL S,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,,,,Candidate Report,418622a0-1e7f-4ab7-922e-2845fea9f7e5,https://efdsearch.senate.gov/search/view/annual/418622a0-1e7f-4ab7-922e-2845fea9f7e5/
AK,2014-07-28,SULLIVAN,DANIEL S,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,1,,,Candidate Report (Amendment 1),724945e7-32c2-4b60-921b-9f7aa3856d1b,https://efdsearch.senate.gov/search/view/annual/724945e7-32c2-4b60-921b-9f7aa3856d1b/
AK,2014-08-29,SULLIVAN,DANIEL S,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,1,,,Candidate Report (Amendment 1),67e45431-ff57-4eb1-b795-a522e772f17d,https://efdsearch.senate.gov/search/view/annual/67e45431-ff57-4eb1-b795-a522e772f17d/
AK,2015-05-08,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2014,1,Annual Report for 2014 Due Date Extension 1,a7d16605-ac4c-4155-a017-96bab049a737,https://efdsearch.senate.gov/search/view/extension-notice/regular/a7d16605-ac4c-4155-a017-96bab049a737/
AK,2015-07-06,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2014,2,Annual Report for 2014 Due Date Extension 2,5da67add-b38e-4387-a820-b594bc50d220,https://efdsearch.senate.gov/search/view/extension-notice/regular/5da67add-b38e-4387-a820-b594bc50d220/
AK,2015-08-13,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,,2014,,Annual Report for CY 2014,98aef556-178b-432a-a3e4-77304aff03ba,https://efdsearch.senate.gov/search/view/annual/98aef556-178b-432a-a3e4-77304aff03ba/
AK,2016-05-06,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2015,1,Annual Report for 2015 Due Date Extension 1,618308f7-29d9-4161-8d97-77dc4d5784cb,https://efdsearch.senate.gov/search/view/extension-notice/regular/618308f7-29d9-4161-8d97-77dc4d5784cb/
AK,2016-08-03,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2016-08-03,,Periodic Transaction Report for 08/03/2016,2370428e-29f1-4129-b870-ec79f89a6518,https://efdsearch.senate.gov/search/view/ptr/2370428e-29f1-4129-b870-ec79f89a6518/
AK,2016-08-04,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,,2015,,Annual Report for CY 2015,56df4346-3c17-48d6-9fa1-d5ad99310676,https://efdsearch.senate.gov/search/view/annual/56df4346-3c17-48d6-9fa1-d5ad99310676/
AK,2017-04-26,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2016,1,Annual Report for 2016 Due Date Extension 1,e8be3017-42f2-404a-a43b-2a4275196efc,https://efdsearch.senate.gov/search/view/extension-notice/regular/e8be3017-42f2-404a-a43b-2a4275196efc/
AK,2017-08-10,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,,2016,,Annual Report for CY 2016,2ef7601b-1735-4b8e-bbb6-9642c15ec4e9,https://efdsearch.senate.gov/search/view/annual/2ef7601b-1735-4b8e-bbb6-9642c15ec4e9/
AK,2018-04-11,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2017,1,Annual Report for 2017 Due Date Extension 1,71badb19-a029-4fd1-8551-50071f6504e4,https://efdsearch.senate.gov/search/view/extension-notice/regular/71badb19-a029-4fd1-8551-50071f6504e4/
AK,2018-07-02,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2017,2,Annual Report for 2017 Due Date Extension 2,81a51cde-2dbe-44be-b7a5-f44e1d393c2a,https://efdsearch.senate.gov/search/view/extension-notice/regular/81a51cde-2dbe-44be-b7a5-f44e1d393c2a/
AK,2018-07-24,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,1,2015,,Annual Report for CY 2015 (Amendment 1),1403846a-70f8-401c-828f-e38375134aca,https://efdsearch.senate.gov/search/view/annual/1403846a-70f8-401c-828f-e38375134aca/
AK,2018-07-24,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,1,2016,,Annual Report for CY 2016 (Amendment 1),1117c4ac-0c22-47e6-aea7-503e2df42af3,https://efdsearch.senate.gov/search/view/annual/1117c4ac-0c22-47e6-aea7-503e2df42af3/
AK,2018-07-24,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2018-07-24,,Periodic Transaction Report for 07/24/2018,6369d27e-cd94-49ef-8340-471a4d454344,https://efdsearch.senate.gov/search/view/ptr/6369d27e-cd94-49ef-8340-471a4d454344/
AK,2018-07-24,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2018-07-24,,Periodic Transaction Report for 07/24/2018,033d040a-4fe0-4d8e-a37e-355a174d0b52,https://efdsearch.senate.gov/search/view/ptr/033d040a-4fe0-4d8e-a37e-355a174d0b52/
AK,2018-08-10,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,,2017,,Annual Report for CY 2017,087555f1-4fb5-4e40-9b10-b255f1d2e7ff,https://efdsearch.senate.gov/search/view/annual/087555f1-4fb5-4e40-9b10-b255f1d2e7ff/
AK,2018-08-30,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,1,2017,,Annual Report for CY 2017 (Amendment 1),2671dc0f-f41c-454a-a63e-86ed0e7333ad,https://efdsearch.senate.gov/search/view/annual/2671dc0f-f41c-454a-a63e-86ed0e7333ad/
AK,2018-08-30,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,2,2016,,Annual Report for CY 2016 (Amendment 2),0fd14ae6-45cb-4d30-90ce-4af12e33db09,https://efdsearch.senate.gov/search/view/annual/0fd14ae6-45cb-4d30-90ce-4af12e33db09/
AK,2018-10-09,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2018-10-09,,Periodic Transaction Report for 10/09/2018,494b2c1a-2a7d-4395-bb0b-ee26e2f2e0f5,https://efdsearch.senate.gov/search/view/ptr/494b2c1a-2a7d-4395-bb0b-ee26e2f2e0f5/
AK,2018-11-01,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2018-11-01,,Periodic Transaction Report for 11/01/2018,954bf027-bb1c-4ee1-bb59-f6e1ff493de3,https://efdsearch.senate.gov/search/view/ptr/954bf027-bb1c-4ee1-bb59-f6e1ff493de3/
AK,2019-01-03,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2019-01-03,,Periodic Transaction Report for 01/03/2019,3a6112bd-ea39-47b0-ab72-5e30a8e1d9c4,https://efdsearch.senate.gov/search/view/ptr/3a6112bd-ea39-47b0-ab72-5e30a8e1d9c4/
AK,2019-04-08,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2019-04-08,,Periodic Transaction Report for 04/08/2019,761ccdcd-aa8f-42fa-884a-5e67c47199e5,https://efdsearch.senate.gov/search/view/ptr/761ccdcd-aa8f-42fa-884a-5e67c47199e5/
AK,2019-04-23,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Extension Notice,Annual Report,html,,2018,1,Annual Report for 2018 Due Date Extension 1,33c85108-6eea-4061-9fcd-b325fa429f86,https://efdsearch.senate.gov/search/view/extension-notice/regular/33c85108-6eea-4061-9fcd-b325fa429f86/
AK,2019-07-15,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Financial Disclosure Report,Annual Report,html,,2018,,Annual Report for CY 2018,4cdbb5a4-9b8d-4bc1-ae39-c3e6cf844712,https://efdsearch.senate.gov/search/view/annual/4cdbb5a4-9b8d-4bc1-ae39-c3e6cf844712/
AK,2019-08-07,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2019-08-07,,Periodic Transaction Report for 08/07/2019,cbd26d64-e82e-4abf-8e86-30e979445f66,https://efdsearch.senate.gov/search/view/ptr/cbd26d64-e82e-4abf-8e86-30e979445f66/
AK,2019-11-06,SULLIVAN,DANIEL S,"Sullivan, Dan (Senator)",Periodic Transaction Report,,html,,2019-11-06,,Periodic Transaction Report for 11/06/2019,1a744b68-61f5-4313-9eb4-533bd2f33aee,https://efdsearch.senate.gov/search/view/ptr/1a744b68-61f5-4313-9eb4-533bd2f33aee/
AL,2019-05-10,ADAIR,STANLEY,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,,,,Candidate Report,9dc62b64-aa26-4c4c-9d86-31aabcb10e76,https://efdsearch.senate.gov/search/view/annual/9dc62b64-aa26-4c4c-9d86-31aabcb10e76/
AL,2019-10-03,ADAIR,STANLEY,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,1,,,Candidate Report (Amendment 1),57fb8e88-b804-4a39-af9c-2b47a53dd451,https://efdsearch.senate.gov/search/view/annual/57fb8e88-b804-4a39-af9c-2b47a53dd451/
AL,2017-06-08,JONES,DOUG,Candidate (Candidate),Extension Notice,Candidate Report,html,,,1,Candidate Report Due Date Extension 1,5e00df4d-1fd0-438f-9d0e-cef978e3fb85,https://efdsearch.senate.gov/search/view/extension-notice/regular/5e00df4d-1fd0-438f-9d0e-cef978e3fb85/
AL,2017-07-07,JONES,DOUG,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,,,,Candidate Report,f3c0f800-e5a5-42de-a74e-d9c446d67532,https://efdsearch.senate.gov/search/view/annual/f3c0f800-e5a5-42de-a74e-d9c446d67532/
AL,2017-11-19,JONES,DOUG,Candidate (Candidate),Financial Disclosure Report,Candidate Report,html,1,,,Candidate Report (Amendment 1),667bbdec-7952-43e0-b965-bdfa021829ad,https://efdsearch.senate.gov/search/view/annual/667bbdec-7952-43e0-b965-bdfa021829ad/
AL,2018-05-10,JONES,DOUG,"Jones, Doug (Senator)",Extension Notice,Annual Report,html,,2017,1,Annual Report for 2017 Due Date Extension 1,714a8f5c-9486-44e4-9a98-34e5d1bc8ccf,https://efdsearch.senate.gov/search/view/extension-notice/regular/714a8f5c-9486-44e4-9a98-34e5d1bc8ccf/
AL,2018-08-13,JONES,DOUG,"Jones, Doug (Senator)",Financial Disclosure Report,Annual Report,html,,2017,,Annual Report for CY 2017,2e10993b-1c11-487b-8695-9ff007e63332,https://efdsearch.senate.gov/search/view/annual/2e10993b-1c11-487b-8695-9ff007e63332/
AL,2018-08-13,JONES,DOUG,"Jones, Doug (Senator)",Financial Disclosure Report,Candidate Report,html,2,,,Candidate Report (Amendment 2),bf9cea71-a729-4340-b5e1-e3386f420788,https://efdsearch.senate.gov/search/view/annual/bf9cea71-a729-4340-b5e1-e3386f420788/
AL,2019-05-13,JONES,DOUG,"Jones, Doug (Senator)",Extension Notice,Annual Report,html,,2018,1,Annual Report for 2018 Due Date Extension 1,3e2737e6-f4d4-4315-9301-14caa4518872,https://efdsearch.senate.gov/search/view/extension-notice/regular/3e2737e6-f4d4-4315-9301-14caa4518872/
AL,2019-08-13,JONES,DOUG,"Jones, Doug (Senator)",Financial Disclosure Report,Annual Report,html,,2018,,Annual Report for CY 2018,b87aa92b-6e94-47e2-ac05-00caba69d8d7,https://efdsearch.senate.gov/search/view/annual/b87aa92b-6e94-47e2-ac05-00caba69d8d7/
AL,2019-08-13,JONES,DOUG,"Jones, Doug (Senator)",Financial Disclosure Report,Annual Report,html,1,2017,,Annual Report for CY 2017 (Amendment 1),f8ee1eeb-1061-4b57-9ce4-0774aa69664c,https://efdsearch.senate.gov/search/view/annual/f8ee1eeb-1061-4b57-9ce4-0774aa69664c/
AL,2019-08-13,JONES,DOUG,"Jones, Doug (Senator)",Financial Disclosure Report,Candidate Report,html,3,,,Candidate Report (Amendment 3),de36ecc1-629d-4230-9d77-624fc16ca435,https://efdsearch.senate.gov/search/view/annual/de36ecc1-629d-4230-9d77-624fc16ca435/
AL,2016-05-11,MCCONNELL,JONATHAN,Candidate (Candidate),Extension Notice,Candidate Report,html,,,1,Candidate Report Due Date Extension 1,37be66fa-0000-4e2a-9a27-a1d2fd153cd6,https://efdsearch.senate.gov/search/view/extension-notice/regular/37be66fa-0000-4e2a-9a27-a1d2fd153cd6/
AL,2012-05-15,SESSIONS,JEFF,Former Senator,Financial Disclosure Report,Annual Report,paper,,,,Annual Report,597F81DC-80B5-4569-9D7F-EC70B3F1057C,https://efdsearch.senate.gov/search/view/paper/597F81DC-80B5-4569-9D7F-EC70B3F1057C/
AL,2013-04-16,SESSIONS,JEFF,Former Senator,Periodic Transaction Report,,paper,,2013-04-16,,Periodic Transaction Report for 04/16/2013,9ADB03D6-C848-4B78-BE9A-0C57C159F47D,https://efdsearch.senate.gov/search/view/paper/9ADB03D6-C848-4B78-BE9A-0C57C159F47D/
AL,2013-05-15,SESSIONS,JEFF,Former Senator,Financial Disclosure Report,Annual Report,paper,,,,Annual Report,42E51905-7364-49E0-BC08-AFDF6E14D9D7,https://efdsearch.senate.gov/search/view/paper/42E51905-7364-49E0-BC08-AFDF6E14D9D7/
AL,2013-06-07,SESSIONS,JEFF,Former Senator,Periodic Transaction Report,,paper,,2013-06-07,,Periodic Transaction Report for 06/07/2013,E2451AE2-2FA5-43D8-8580-DF8948814A93,https://efdsearch.senate.gov/search/view/paper/E2451AE2-2FA5-43D8-8580-DF8948814A93/
AL,2014-04-23,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2014-04-23,,Periodic Transaction Report for 04/23/2014,7df7e34b-5d89-43a2-af6e-48c484d04537,https://efdsearch.senate.gov/search/view/ptr/7df7e34b-5d89-43a2-af6e-48c484d04537/
AL,2014-05-15,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Financial Disclosure Report,Annual Report,html,,2013,,Annual Report for CY 2013,f55922f5-214c-44e1-a9ee-0caa2f8e4b30,https://efdsearch.senate.gov/search/view/annual/f55922f5-214c-44e1-a9ee-0caa2f8e4b30/
AL,2014-06-25,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2014-06-25,,Periodic Transaction Report for 06/25/2014,e3172dab-c53f-4291-9b19-776f4aca52b4,https://efdsearch.senate.gov/search/view/ptr/e3172dab-c53f-4291-9b19-776f4aca52b4/
AL,2014-12-30,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2014-12-30,,Periodic Transaction Report for 12/30/2014,41ff1805-0b90-40c7-8337-cc3211eede2c,https://efdsearch.senate.gov/search/view/ptr/41ff1805-0b90-40c7-8337-cc3211eede2c/
AL,2015-01-08,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2015-01-08,,Periodic Transaction Report for 01/08/2015,31454250-4305-4787-830c-740d36258a45,https://efdsearch.senate.gov/search/view/ptr/31454250-4305-4787-830c-740d36258a45/
AL,2015-04-24,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2015-04-24,,Periodic Transaction Report for 04/24/2015,489c3783-2b5b-4ff7-90c6-fd42ba60aaa1,https://efdsearch.senate.gov/search/view/ptr/489c3783-2b5b-4ff7-90c6-fd42ba60aaa1/
AL,2015-05-15,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Financial Disclosure Report,Annual Report,html,,2014,,Annual Report for CY 2014,5d6ad9d4-36e5-49ff-a891-6580e606d6ba,https://efdsearch.senate.gov/search/view/annual/5d6ad9d4-36e5-49ff-a891-6580e606d6ba/
AL,2015-10-02,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2015-10-02,,Periodic Transaction Report for 10/02/2015,db6de95f-11f6-44dd-9ee1-228434300084,https://efdsearch.senate.gov/search/view/ptr/db6de95f-11f6-44dd-9ee1-228434300084/
AL,2015-10-05,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2015-10-05,,Periodic Transaction Report for 10/05/2015,b688b50d-1422-4019-a855-f6852d48d788,https://efdsearch.senate.gov/search/view/ptr/b688b50d-1422-4019-a855-f6852d48d788/
AL,2015-11-16,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2015-11-16,,Periodic Transaction Report for 11/16/2015,561e736f-4f6b-4ed3-88df-96916fe19420,https://efdsearch.senate.gov/search/view/ptr/561e736f-4f6b-4ed3-88df-96916fe19420/
AL,2016-01-05,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2016-01-05,,Periodic Transaction Report for 01/05/2016,b24f929e-8867-47c0-9681-9a6d39743a30,https://efdsearch.senate.gov/search/view/ptr/b24f929e-8867-47c0-9681-9a6d39743a30/
AL,2016-05-13,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Extension Notice,Annual Report,html,,2015,1,Annual Report for 2015 Due Date Extension 1,872edec6-0e64-43ed-9b44-5e1e5846f7d3,https://efdsearch.senate.gov/search/view/extension-notice/regular/872edec6-0e64-43ed-9b44-5e1e5846f7d3/
AL,2016-05-26,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,,2016-05-26,,Periodic Transaction Report for 05/26/2016,3c59754e-6ab2-4b25-9e2f-6d0e45beb83e,https://efdsearch.senate.gov/search/view/ptr/3c59754e-6ab2-4b25-9e2f-6d0e45beb83e/
AL,2016-06-15,"SESSIONS, III",JEFFERSON B,"Sessions, Jefferson B. III (Senator)",Periodic Transaction Report,,html,1,2016-05-26,,Periodic Transaction Report for 05/26/2016 (Amendment 1),33c67e54-1d07-4099-8e10-920cfe4a74d5,https://efdsearch.senate.gov/search/view/ptr/33c67e54-1d07-4099-8e10-920cfe4a74d5/
